LOC_SYSTEM_OPTION_MENU_START,======옵션======
LOC_SYSTEM_SPL_DESCRIBE_HYPNOSIS,상대가 인지못할정도의 작은 최면을 걸어서 상대를 자기 의지와 다르게 움직이게 할 수 있다.\n상대는 앞으로 걷고있다고 생각하는 도중에 무의식중에 랜덤한 방향으로 1칸 이동하게 된다.\n이 이동하는 방향에 벽이 있거나 다른 몬스터가 있으면 큰 데미지를 입게된다. 가끔 자신의 타겟을 잃어버린다.\n계단을 내려가는데 계단이 있는줄알고 내려갔을때 계단이 없었을때 받는 정신적 충격과 비슷한 효과이다.\n
LOC_SYSTEM_SPL_DESCRIBE_MUTE,상대를 마법으로 짧은 실어증을 만든다.\n마법에 의한 실어증으로 이는 배우고 있는 마법자체를 잠시동안 잊게 하여 마법을 못쓰게한다.\n상대가 말을 안하고 마법을 쓸 수 있어도 마법에 의한 실어증이므로 이 동안은 마법을 쓸 수 없다.\n
LOC_SYSTEM_SPL_DESCRIBE_SELF_INJURY,상대를 자해하게 만든다. 상대의 데미지가 높을수록 큰데미지를 입힌다.\n상대가 강할수록 효과가 좋지만 상대가 강할수록 저항할 확률도 높아지므로 조심해야한다.\n
LOC_SYSTEM_SPL_DESCRIBE_CHARM,상대를 마법으로 일시적인 아군으로 만든다.\n일시적인 아군이 되면 주변의 무리들과 싸우게 된다. 시간이 지나면 다시 적으로 돌아가게 된다.\n
LOC_SYSTEM_SPL_DESCRIBE_LASER,일직선으로 데미지를 주는 순수 요술마법.\n적을 관통할 수 있으므로 유용하다.\n
LOC_SYSTEM_SPL_DESCRIBE_SPARK,강력하고 거대한 빔을 쏘는 마법.\n스파크와 레이저는 로망이다. 탄막은 화력이다.\n
LOC_SYSTEM_SPL_DESCRIBE_SUMMON_UNZAN,거대한 운잔을 소환하는 마법.\n마법이라기보단 기본이다.\n
LOC_SYSTEM_SPL_DESCRIBE_SUMMON_UNZAN_PUNCH,운잔이 자신의 주먹을 상대 옆에 소환하는 마법.\n주먹에 맞으면 매우 아프다.\n
LOC_SYSTEM_SPL_DESCRIBE_SUMMON_ZOMBIE_FAIRY,상대 주변에 좀비페어리를 소환하는 마법.\n굉장히 많은 좀비페어리들이 소환되므로 귀찮다.\n
LOC_SYSTEM_SPL_DESCRIBE_SUMMON_UFO,미확인 비행물체를 소환하는 마법.\n벤토라는 저절로 색깔을 바꿔가면서 다른 속성 다른 저항으로 변화된다.\n
LOC_SYSTEM_SPL_DESCRIBE_HASTE_OTHER,아군을 가속시키는 마법.\n근처의 아군에 가속을 걸어준다.\n
LOC_SYSTEM_SPL_DESCRIBE_HEAL_OTHER,아군을 회복시키는 마법.\n근처의 아군을 회복시킨다.\n
LOC_SYSTEM_SPL_DESCRIBE_MIND_BENDING,파장을 담은 탄막을 발사하여 맞은 상대의 파장을 굽힌다.\n자체에도 데미지가 있고 저항에 실패하면 상대의 속도를 낮추는 우수한 기술이지만\n파워가 올라도 데미지 상승폭이 적고 슬로우는 저항할 가능성이 있으며\n다른 디버프와 달리 상대가 회피할 수 있다는 단점이 있다.\n
LOC_SYSTEM_SPL_DESCRIBE_STONE_PUNCH,맨손에 바위의 힘을 담는 연금술 마법.\n다음 1번의 공격에 한해서 맨손에 강력한 힘을 담아서 데미지를 증가시킨다.\n무기를 끼고 있을때는 사용할 수 없다.\n
LOC_SYSTEM_SPL_DESCRIBE_STONE_ARROW,바위로 만들어진 탄막.\n맞으면 아프지만 멀리 못날라가고 움직임이 직선적이라 피하기가 쉽다.\n
LOC_SYSTEM_SPL_DESCRIBE_STONE_TRAP,일정시간 3*3 바닥에 밟으면 아픈 뾰족한 바위를 설치한다.\n그 위를 지나가면 피아불문 작은 데미지를 입는다. 그러나 날고 있으면 무시할 수 있다.\n파워가 높아질수록 더 많이 설치 할 수 있다.\n
LOC_SYSTEM_SPL_DESCRIBE_STONE_UPLIFT,원하는 위치의 대지에 마법을 걸어 빠른 속도로 융기시키는 마법.\n뾰족한 바위가 올라오면서 작은 범위에 큰 데미지를 준다.\n파워가 낮으면 범위안에서도 폭발이 안일어날 수 있다.\n
LOC_SYSTEM_SPL_DESCRIBE_KANAME_DRILL,단단한 요석을 직선으로 날린다.\n요석은 타겟에 맞으면 회전하면서 데미지를 증가시킨다.\n높은 데미지를 줄 순 있지만 적을 관통하진 못한다.\n
LOC_SYSTEM_SPL_DESCRIBE_DIAMOND_HARDNESS,연금술의 힘으로 대지의 단단함을 몸에 두르는 기술.\n잠깐동안 약간의 방어력을 얻는다.\n
LOC_SYSTEM_SPL_DESCRIBE_POISON_SKIN,자신의 몸에서 독기를 뿜어나오게 한다.\n방어적인 효과는 없지만 시전시간중에 근접한 모든 적에게 독을 건다.\n
LOC_SYSTEM_SPL_DESCRIBE_STONE_FORM,잠시간 모든 고통에서 해방되는 무념무상의 상태가 된다.\n모든 데미지를 어느정도 반감하고 맨손 데미지가 강력해지지만 이동속도 또한 느려진다.\n
LOC_SYSTEM_SPL_DESCRIBE_KNIFE_COLLECT,지속시간중에는 던진 탄막이 자동으로 회수하는 편리한 기술.\n명중 또한 소량 오른다.\n
LOC_SYSTEM_SPL_DESCRIBE_FLAN_BUSIN,플랑드르의 분신을 3체 만들어내는 스펠.\n분신들은 본체보다 약하지만 폭파스펠을 똑같이 쓸 수 있다.\n
LOC_SYSTEM_SPL_DESCRIBE_BURST,적을 원거리에서 터트려버린다. 저항할수도 회피할수도 없다.\n
LOC_SYSTEM_SPL_DESCRIBE_SUICIDE_BOMB,공격할시 자동으로 자폭한다.\n
LOC_SYSTEM_SPL_DESCRIBE_RABBIT_HORN,토끼가 큰 나팔을 이용하여 아군을 소집한다.\n사용직후 잠시동안 죽림의 몬스터 리젠율이 오른다.\n
LOC_SYSTEM_SPL_DESCRIBE_SUMMON_LESSOR_DEMON,마계의 약한 마족을 소환한다.\n
LOC_SYSTEM_SPL_DESCRIBE_LUMINUS_STRIKE,그레이즈 되지않는한 필중이며 빠르고 강력한 무속성 구체를 발사한다.\n일정 거리 이상의 적에게 명중시 작은 폭발이 일어나서 주변에 약한 광역데미지를 준다.\n그러나 거리가 멀어진다고 단일 타겟의 데미지는 증가하진않는다.\n
LOC_SYSTEM_SPL_DESCRIBE_FIRE_STORM,선택한 위치에서 거대한 화염 폭풍이 일어난다.\n폭발한 범위 내에선 잠시간 화염구름이 남는다.\n절반 정도의 물리데미지가 있어서 화염저항이 높은 상대에도 잘 먹힌다.\n
LOC_SYSTEM_SPL_DESCRIBE_BLIZZARD,선택한 위치에서 강력한 얼음 가시가 떨어지도록 한다.\n순간 데미지는 낮지만 지속적으로 맞출 경우 엄청난 데미지를 주며 물리데미지도 겸비한다.\n사용시 해당 위치에 있는 모든 구름을 걷어낸다.\n
LOC_SYSTEM_SPL_DESCRIBE_PERFERT_FREEZE,화면상의 모든 적에게 강력한 냉기를 방출하는 마법.\n사용한 적들에게 강력한 빙결 상태이상을 부여한다.\n다만 순수 냉기 속성이므로 냉기저항이 있는 적에겐 데미지가 거의 안들어간다.\n
LOC_SYSTEM_SPL_DESCRIBE_DRAW_POWER,시야내의 땅에 떨어져있는 모든 P템을 끌어모아서 P를 회복하는 마법.\n탑뷰방식에서 상단은 어디인가. 애초에 존재하긴 하는걸까?\n
LOC_SYSTEM_SPL_DESCRIBE_ANIMAL_CHANGE,상대 한명을 영구히 동물로 만들어버리는 무서운 마법. 물론 동물에겐 쓸 수 없다.\n동물이 되면 강제로 자신의 동료가 된다. 또한 변신성공시 경험치도 그대로 받는다.\n동물이 된 동료는 영구적인 아군이지만 계단을 탈 수 없다.\n상대의 세기에 따라 더욱 강력한 동물로 변한다. 성공시키는건 어렵지만 성공시 효과는 탁월.\n
LOC_SYSTEM_SPL_DESCRIBE_FIELD_VIOLET,파장을 조종하여 선택한 범위에 파이올렛 파장을 뿌린다.\n파장안에 든 모든 캐릭터는 적과 아군을 분간하지못하고 광기에 휩싸인다.\n이 상태로 죽은 적이라도 제대로 경험치를 받는다. 아군이나 플레이어도 광기에 휩싸일 수 있으니 조심.\n
LOC_SYSTEM_SPL_DESCRIBE_TIME_PARADOX,탄막의 도플갱어를 만들어내서 2번 공격한다.\n사용후 패러독스 상태가 되면 딱 1번에 한해서 사용한 탄막 혹은 탄막마법이 2번 나간다.\n스파크나 화염폭풍같은 탄막이라고 보기 힘든 기술엔 적용되지 않는다.\n2번째 탄막은 탄막의 소모도 마나의 소모도 없으니 안심.\n
LOC_SYSTEM_SPL_DESCRIBE_PRIVATE_SQ,주변의 시간을 느리게하여 상대적인 가속효과를 얻는 마법.\n시야 내의 모든 적에게 슬로우를 건다. 저항할 수 있다.\n
LOC_SYSTEM_SPL_DESCRIBE_CONTROLED_BLINK,원하는 위치로 정밀하게 순간이동할 수 있는 시공마법의 꽃.\n사용후 높은 시공부작용을 받는다.\n
LOC_SYSTEM_SPL_DESCRIBE_THE_WORLD,시공마법의 정점에 오른 자만이 쓸 수 있다는 궁극의 시공마법.\n잠시간 모든 시간을 멈추고 일방적으로 행동할 수 있다. 공격도 가능하다.\n어마어마한 시공부작용을 받는다. 연속으로 쓰는건 무리가 있다.\n
LOC_SYSTEM_SPL_DESCRIBE_HASTE_ALL,시야 내의 아군들에게 가속을 전부 부여한다.\n
LOC_SYSTEM_SPL_DESCRIBE_HEAL_ALL,시야 내의 아군들을 모두 회복시킨다.\n
LOC_SYSTEM_SPL_DESCRIBE_MOON_COMMUNICATION,전파를 통신하여 아군 달토끼들을 불러모은다.\n사용중엔 움직일 수 없지만 천천히 아군들이 집결된다. 소환된 달토끼는 가속 버프를 받는다.\n이 소환된 달토끼는 경험치는 주지않지만 소환된 몬스터가 아니기때문에 시전자가 죽어도 사라지지않는다.\n
LOC_SYSTEM_SPL_DESCRIBE_MOON_GUN,달의 기술을 집결하여 만든 총을 쏜다.\n달의 하이테크치고는 겉모양은 별거 아닌거처럼 보인다.\n짜증나는 원시적 공격이로군!\n
LOC_SYSTEM_SPL_DESCRIBE_SUMMON_DREAM,꿈을 구현화시켜 다양한 장소에서의 몬스터들을 소환하는 맥 특유의 기술.\n특정 장소에서 나오는 몬스터들이 한번에 여럿 소환된다.\n
LOC_SYSTEM_SPL_DESCRIBE_MANA_DRAIN,악몽을 보여줘서 시야내의 적의 영력을 흡수하는 스마이트형 공격.\n다른 데미지를 받진않지만 영력을 빠른 속도로 고갈시킨다.\n
LOC_SYSTEM_SPL_DESCRIBE_INSANE,대상을 미치게 만들어버린다. 저항하지 못한 상대는 광기에 빠진다.\n마법저항으로 저항할 수 있으며 혼란저항으론 완벽하게 방지가 가능하다.\n
LOC_SYSTEM_SPL_DESCRIBE_BLOOD_SMITE,대상의 최대 체력에 비례한 저항불가능한 스마이트형 공격.\n최대체력이 높을수록 데미지가 커지고 데미지 반감이 되지 않으므로 전사에게도 위험하다.\n
LOC_SYSTEM_SPL_DESCRIBE_CALL_HOUND,주변의 개들을 끌어모으는 울부짖음을 외친다.\n모인 개들도 다시 동료를 끌어 모을 수 있으니 되도록 빠르게 처리해야한다.\n모여든 개들을 모두 처리하더라도 얻을 수 있는 총 경험치는 똑같다.\n
LOC_SYSTEM_SPL_DESCRIBE_CANNON,음양옥의 기운을 담은 탄막을 발사하여 폭발후 회피불가능한 데미지를 준다.\n이 공격은 방어력을 어느정도 관통한다.\n
LOC_SYSTEM_SPL_DESCRIBE_DOLLS_WAR,근접과 공격에 강력한 상해인형과 원거리와 방어에 특화된 봉래인형을 같이 소환한다.\n상해인형은 빠르게 적을 공격하고 봉래인형은 적들의 어그로를 효과적으로 끌어모은다.\n공격뿐만 아니라 소환사가 취약한 소환술의 약점을 확실하게 보완하는 공방일체 소환술.\n
LOC_SYSTEM_SPL_DESCRIBE_FAKE_DOLLS_WAR,상해인형이나 봉래인형을 소환한다.\n모조기때문에 원조의 인형보단 훨씬 약하다.\n
LOC_SYSTEM_SPL_DESCRIBE_FIRE_SPREAD,전방에 부채꼴모양으로 화염의 구름을 흩뿌린다.\n
LOC_SYSTEM_SPL_DESCRIBE_STASIS,대상의 전이를 방해한다. 일정시간 전이불가 디버프를 건다.\n
LOC_SYSTEM_SPL_DESCRIBE_JUMP_ATTACK,거리가 떨어져있는 적에게 순식간에 접근한다.\n
LOC_SYSTEM_SPL_DESCRIBE_ALERT_NOISE,주변의 몬스터들을 깨우는 아주 큰 소음을 낸다.\n
LOC_SYSTEM_SPL_DESCRIBE_SUMMON_NAMAZ,해당 위치에 거대한 나마즈를 낙하시킨다.\n낙하엔 일정시간이 걸리며 떨어진 위치에 큰 폭발이 일어난다.\n
LOC_SYSTEM_SPL_DESCRIBE_SCHEMA_TANMAC,경계 저편에서 날라오는 탄막.\n높은 레벨에서의 스키마는 더욱 강력한 탄막을 발사한다.\n
LOC_SYSTEM_SPL_DESCRIBE_CHANGE,너구리의 특기인 둔갑술. 주변에 무엇이든지 둔갑할 수 있다.\n사용하면 근처에 보이는 가장 강한 몬스터로 둔갑한다. 같은 너구리로는 둔갑하지않는다.\n둔갑하면 잠시간 그 몬스터의 능력치와 마법을 쓸 수 있다. 다만 둔갑되도 소환술은 쓰지못한다.\n일정시간이 지나면 다시 원래 모습으로 돌아오고 죽여도 본래의 경험치를 준다.\n
LOC_SYSTEM_SPL_DESCRIBE_UNLUCK,풍수를 통하여 주변의 운기를 조작한다.\n주변의 운기를 내려 지정한 상대의 불행을 초래하게 한다.\n운기가 내려간 적은 흉, 대흉, 불멸의 3가지 단계를 거치게 되며 \n공격이 잘 맞지않게되고, 피하기 힘들어지며 좋은 아이템을 얻는 운이 내려가게 된다.\n대흉이나 불멸은 가끔씩 단순히 불운하단 정도론 넘어가기 힘든만큼의 불행이 찾아온다.\n최대 데미지로 공격을 맞는다던지, 하늘에서 UFO가 떨어진다던지...\n하늘에서 UFO라고? 농담인게 당연하잖아!\n
LOC_SYSTEM_SPL_DESCRIBE_THUNDER,하늘에서 벼락을 떨어뜨리는 마법.\n지정한 위치에서 3*3의 크기로 강력한 전기공격을 가한다.\n번개는 종잡을 수 없기 때문에 꼭 3*3의 범위에 모두 직격한다는 보장은 없다.\n
LOC_SYSTEM_SPL_DESCRIBE_AIR_STRIKE,빠른 대기의 탄환을 적에게 날리는 마법.\n적을 관통하거나 아주 강력한 마법은 아니지만 다른 마법에 비해 시전하는 속도가 빠르다.\n다른 마법에 비해 2배 빠른 속도로 시전이 가능하다.\n
LOC_SYSTEM_SPL_DESCRIBE_SUMMON_RACOON,다수의 너구리 부하를 한꺼번에 소환해내는 마미조의 특기.\n소환된 너구리는 강하지않지만 너구리들도 둔갑을 하기때문에 놔두면 귀찮은 일이 될지 모른다.\n
LOC_SYSTEM_SPL_DESCRIBE_SUMMON_YOUKAI,다양한 강력한 요괴를 불러내는 마법.\n오니, 제등요괴, 설녀가 소환된다. 한번에 하나씩 소환이 가능하다\n
LOC_SYSTEM_SPL_DESCRIBE_MAMIZO_EVADE,공격을 받으면 자동으로 지장으로 변하여 공격을 피하는 마미조의 둔갑술.\n이 기술로 인해서 마미조를 공격하기란 여간 어려워보인다.\n
LOC_SYSTEM_SPL_DESCRIBE_MACRO_BURST,선택한 앞쪽 2칸 범위로 강력한 선풍의 일격을 날리면서 반대방향으로 탄력을 받아 날라간다.\n바람이 강타한 위치엔 작은 회오리 바람이 생겨서 지속적으로 적에게 데미지를 입힌다.\n순간적인 이동이 가능하단 점에서 공격기가 아니라 이동기로도 사용이 가능하다.\n만약 이동할 위치가 부족하면 마법을 사용할 수 없다.\n이 마법은 선택한 반대 방향으로 강제로 이동된다는 것에 주의하자.\n
LOC_SYSTEM_SPL_DESCRIBE_SHATTER,거대한 지진을 일으키는 대지술의 궁극 마법.\n거대한 소음과 시야내의 모든 적에게 데미지를 입히고 지형을 파괴한다.\n그러나 날고 있는 적에겐 1/3의 데미지밖에 주지 못한다.\n
LOC_SYSTEM_SPL_DESCRIBE_SUMMON_YOSHIKA,강시인 요시카를 불러오는 청아의 특기 술법.\n요시카가 죽더라도 부활시킬 수 있는 청아의 주력 마법이다.\n
LOC_SYSTEM_SPL_DESCRIBE_NESY_CANNON,네시에 탑재되어있는 강력한 물대포.\n너무 강력한 수압으로 인해 적을 날려버려 조준을 방해하는 단점을 개선하면서도\n위력은 낮추지않은 캇파의 기술력이 돋보이는 기술이다.\n
LOC_SYSTEM_SPL_DESCRIBE_MERMAID_SONG,와카사기히메가 자랑하는 애창곡.\n인어의 노래엔 특수한 효과가 있어서 그 아름다운 노래에 자동으로 발이 끌려가게 된다.\n노래를 들을수록 1칸씩 와카사기히메에게 이끌리듯이 걸어가지만 깊은물에 빠지진않는다.\n마법저항으론 막을 수 없지만 혼란저항이 있다면 인어의 노래의 영향을 받지않게된다.\n
LOC_SYSTEM_SPL_DESCRIBE_EMERALD_CITY,연금술을 이용한 에메랄드의 벽을 만들어내는 마법.\n주변 8타일에 강한 물리데미지를 입힐 수 있다.\n
LOC_SYSTEM_SPL_DESCRIBE_AUTUMN_BLADE,연금술로 무기나 맨손에 강철 톱니날을 붙인다.\n사용중엔 모든 근접공격 데미지가 3배가 되는 심플하면서 강력한 마법.\n
LOC_SYSTEM_SPL_DESCRIBE_PHILOSOPHERS_STONE,연금술의 궁극적인 목표로 현자의 돌을 만들어내는 연금술 최종 마법.\n현자의 돌이 시전되고 있는 동안엔 다양한 학파의 마법을 아주 적은 영력만으로 난사할 수 있다.\n화염구, 워터캐논, 질풍선, 에메랄드시티, 지반융기 마법을 연금술에 비례한 파워로 사용한다.\n시전후 a를 통한 능력사용으로 속성 마법을 사용가능하다.\n이 방법으로 사용되는 마법은 소리를 낼 수 없는 상황에서도 사용이 가능하다.\n
LOC_SYSTEM_SPL_DESCRIBE_SUMMON_ANCHOR,목표로 한 적의 바로 근처에 거대한 닻을 떨어뜨린다.\n닻 자체에는 데미지나 공격기능이 없지만 닻에 꽂힌 상대는 움직임을 봉인당한다.\n움직이기위해서는 먼저 닻을 파괴하던지 닻이 자연스럽게 사라질때까지 기다려야한다.\n
LOC_SYSTEM_SPL_DESCRIBE_REAPER_MET,멀리 있는 상대와 자신의 거리를 조절하여 순식간에 눈 앞으로 끌어당긴다.\n끌어당김과 동시에 상대의 발을 묶기 때문에 이동속도 또한 일정시간동안 감소한다.\n
LOC_SYSTEM_SPL_DESCRIBE_AFTERLITE,거리안의 지정한 대상의 남은 체력을 문답무용으로 절반 깎아 버리는 무시무시한 기술.\n이 기술에 저항하는건 불가능하지만 사용 후에는 딜레이가 생기므로 연속으로 사용할 순 없다.\n
LOC_SYSTEM_SPL_DESCRIBE_PRISM_CALL,프리즘리버 자매가 바로 한자리에 집합하는 마법. 아군 소환을 하는 그 이상의 의미는 없다.\n프리즘리버는 언제나 3명이 모여 합주를 할 준비가 되어있다!\n
LOC_SYSTEM_SPL_DESCRIBE_PSYCHOKINESIS,염동력을 이용하여 지정한 상대를 튕겨내면서 데미지를 준다\n선택한 대상을 무작위한 방향으로 날려버리면서 물리 데미지를 준다.\n
LOC_SYSTEM_SPL_DESCRIBE_SUMMON_TRASH,주변의 쓰레기들을 모아서 하늘에 부유시키는 기술.\n쓰레기들은 제자리에 떠다니면서 움직임을 방해한다. 직접적인 공격 능력은 없다.\n
LOC_SYSTEM_SPL_DESCRIBE_TRASH_RUSH,어번 사이코키네시스로 떠오른 쓰레기 더미들을 지정한 상대에게 모두 투척한다.\n쓰레기들은 경로상에 데미지를 줌과 동시에 그 자리에 유지하며 이동을 추가적으로 방해한다.\n
LOC_SYSTEM_SPL_DESCRIBE_KOKORO_CHANGE,코코로가 룰렛을 통하여 가면의 색을 결정한다.\n가면의 색에 따라서 코코로의 속성이 결정된다. 상대 유리한 속성이 선택될 가능성이 높아진다.\n속성이 정해진 후엔 같이 떠다니는 가면이 파괴되면 다시 원상태로 돌아온다.\n
LOC_SYSTEM_SPL_DESCRIBE_THUNDER_BOLT,거대한 번개의 탄환을 발사하는 강력한 번개계열 공격마법.\n적을 관통하는 특징이 있다.\n
LOC_SYSTEM_SPL_DESCRIBE_SANTUARY,사용시 넓은 범위에 성역을 펼친다. 이 성역안에선 어느 데미지도 무효로 되서 입지 않는다.\n시간이 흐를수록 성역의 범위는 점차 좁아진다.\n
LOC_SYSTEM_SPL_DESCRIBE_MISTIA_SONG,밤참새의 노랫소리로 눈을 멀게 한다. 시야에 들어올때 이 노래를 들으면 야맹증이 걸리게 된다.\n야맹증에 걸리면 눈이 멀어서 시야가 급격하게 줄어든다. 시간이 지나면 원래대로 돌아온다.\n투명보기가 있다면 야맹증에 걸리지않는다.\n
LOC_SYSTEM_SPL_DESCRIBE_THROW_DISH,탄막으로 접시를 던지는 심플한 기술. 상당히 돈이 필요한 탄막으로 보인다.\n
LOC_SYSTEM_SPL_DESCRIBE_MESS_CONFUSION,시야내의 모든 적에게 혼란을 시도하는 마법. 각자마다 마법저항을 체크한다.\n
LOC_SYSTEM_SPL_DESCRIBE_SLEEP_SMITE,시야내의 적에게 잠을 유발하는 마법. 데미지는 없지만 저항할 수 없다.\n또한 장애물을 무시하고 직접 시전이 가능하다.\n잠에 빠지면 일정 턴 무방비상태가 되며 공격을 받으면 큰 데미지와 함께 깨어난다.\n
LOC_SYSTEM_SPL_DESCRIBE_TARGET_ELEC,원하는 상대에게 약한 전류를 흐르게 만드는 공격 마법.\n일반적인 마법과 다르게, 지정한 대상에게 정확하게 전류를 흘려보낸다.\n
LOC_SYSTEM_SPL_DESCRIBE_SUMMON_ELEC_BALL,주변에 떠다니는 전기 구슬을 만들어내는 마법.\n떠다니는 전기 구슬은 당장 데미지를 줄 순 없고 주변을 떠돌아 다닌다.\n몇 턴이 지나게되면 전기구슬은 주변의 적에게 강력한 전류를 흘려보내고 사라진다.\n전류를 흘려보내기전에 적에게 공격받아서 사라지거나 대상을 정할 수 없는 단점이 있다.\n
LOC_SYSTEM_SPL_DESCRIBE_DREAM_CALL,최종 형태가 된 도레미의 궁극의 기술.\n주변의 꿈의 주민들을 적의 주변에 순간이동시켜 둘러쌓이게하는 마법\n멀리있는 적이 있어도 순식간에 전송시킬 수 있다. 특히 강한 적을 더 보내는 경향이 있다.\n당연한 얘기지만 주변에 몬스터가 없으면 사용할 수 없다.\n
LOC_SYSTEM_SPL_DESCRIBE_HYPER_BEAM,일직선으로 관통하는 강력한 빔을 발사한다.\n왜 빔이 나가는건진 모르겠지만 로봇처럼 생겼으니까 빔을 붙여봤다.\n
LOC_SYSTEM_SPL_DESCRIBE_KAGUYA_SPELL,카구야가 낸 다섯개의 난제. \n상대의 주변에 고정된 5개의 난제가 소환되어 주변의 적을 요격한다.\n각각의 난제가 쓰는 공격은 강하진않지만 다양한 속성의 공격을 하며\n난제 자체는 파괴되지않고 무적이므로 시전자인 카구야를 우선적으로 공격해야 멈출 수 있다.\n
LOC_SYSTEM_SPL_DESCRIBE_THROW_SWORD,검은 꼭 휘둘러야된다는 고정관념을 깨트려 거대한 장검을 던지는 기술.\n이런 거대한 검을 던져서 맞으면 아플것이 분명하다.\n가까이 있으면 던지진 못하나 가까이서 휘두른 검으로 맞던 멀리서 던진 검에 맞건 비슷할 듯 싶다.\n
LOC_SYSTEM_SPL_DESCRIBE_THROW_KNIFE,은제 나이프를 탄막으로서 던지는 단순한 기술.\n평범한 탄막과 다를바가 없지만 날이 서있고 사용자의 기술이 붙어서 상당한 위력을 가지게 되었다.\n
LOC_SYSTEM_SPL_DESCRIBE_THROW_PLAYER,단지 적을 잡아서 던지는 심플한 기술. 그러나 오니의 근력이 붙으면서 그 어떤 기술보다 무서워졌다.\n이 기술은 방어도, 회피도, 방패로도 막을 수 없다. 때문에 고정적으로 아주 큰 데미지를 받게 된다.\n사용하기위해선 딱 달라붙어있어야 하며 던지는 위치는 무작위다. 어딘가의 강철지옥의 거인이 썼다고 한다 \n
LOC_SYSTEM_SPL_DESCRIBE_THROW_AMULET,요괴를 퇴치하는 부적을 던진다. 물론 요괴가 아니더라도 효과가 있다.\n단순히 던져도 저절로 적에게 호밍되서 날라간다. 피하는게 쉽지않다.\n
LOC_SYSTEM_SPL_DESCRIBE_WARP_KICK,레이무가 틈새를 이용해서 적의 옆으로 순식간에 날라가서 차버린다.\n멀어져도 방심할 수 없는 이유중 하나. 생각보다 발차기가 아프다.\n
LOC_SYSTEM_SPL_DESCRIBE_REIMU_BARRIER,레이무가 잠시 결계를 고정시켜서 상대를 도망가지 못하게 막는다.\n결계가 고정된 상태에서 결계 밖으로 나갈 수 없게된다. \n기본적으로 예방법은 없지만 지속시간이 짧으며 한번 사용하면 당분간은 사용할 수 없는 듯하다. \n
LOC_SYSTEM_SPL_DESCRIBE_REIMU_BARRIER_YUKARI,단, 유카리라면 이 주문을 잘 알고있어서 사전에 막아줄 수 있을듯하다.\n
LOC_SYSTEM_SPL_DESCRIBE_UKNOWN,설명이 존재하지 않는 마법.\n
LOC_SYSTEM_SPL_DESCRIBE_ALCHEMY,이 마법은 연금술 버프다. 연금술 버프끼리는 중첩되지않는다.\n다른 연금술 버프가 걸린 상태에서 이 마법을 시전하면 기존의 연금술 버프가 사라진다.\n
LOC_SYSTEM_SPL_DESCRIBE_SUMMONING,이 마법은 최대 {0}마리까지 소환수를 소환할 수 있다.\n
LOC_SYSTEM_SPL_DESCRIBE_CAN_USE_SILIENCE,이 마법은 침묵 상태에서도 사용이 가능하다.\n
LOC_SYSTEM_SKILL_FIGHT,전투
LOC_SYSTEM_SKILL_UNWEAPON,맨손격투
LOC_SYSTEM_SKILL_SHORTBLADE,단검
LOC_SYSTEM_SKILL_LONGBLADE,장검
LOC_SYSTEM_SKILL_MACE,둔기
LOC_SYSTEM_SKILL_AXE,도끼
LOC_SYSTEM_SKILL_SPEAR,창
LOC_SYSTEM_SKILL_TANMAC,탄막
LOC_SYSTEM_SKILL_DODGE,회피
LOC_SYSTEM_SKILL_ARMOUR,갑옷
LOC_SYSTEM_SKILL_SHIELD,방패
LOC_SYSTEM_SKILL_SPELLCASTING,주문시전
LOC_SYSTEM_SKILL_FIRE,화염마법
LOC_SYSTEM_SKILL_COLD,냉기마법
LOC_SYSTEM_SKILL_EARTH,대지마법
LOC_SYSTEM_SKILL_AIR,대기마법
LOC_SYSTEM_SKILL_CONJURE,파괴마법
LOC_SYSTEM_SKILL_ALCHEMY,연금술
LOC_SYSTEM_SKILL_MENTAL,정신마법
LOC_SYSTEM_SKILL_SUMMON,소환마법
LOC_SYSTEM_SKILL_TRANS,시공마법
LOC_SYSTEM_SKILL_EVOCATE,발동
LOC_SYSTEM_SKILL_STEALTH,은밀
LOC_SYSTEM_SKILL_UNKNOWN,알수없음
LOC_SYSTEM_SKILL_LEAST_ONE,최소한 하나의 스킬을 켜야합니다!
LOC_SYSTEM_SKL_KANAKO_1,건신초래돌
LOC_SYSTEM_SKL_KANAKO_2,건신초래어주
LOC_SYSTEM_SKL_KANAKO_3,건신초래풍
LOC_SYSTEM_SKL_GRAZE,그레이즈 발동
LOC_SYSTEM_SKL_GRAZE_OFF,그레이즈 해제
LOC_SYSTEM_SKL_LEVITATION,비행 발동
LOC_SYSTEM_SKL_LEVITATION_OFF,비행 해제
LOC_SYSTEM_SKL_INVISIBLE,투명 발동
LOC_SYSTEM_SKL_INVISIBLE_OFF,투명 해제
LOC_SYSTEM_SKL_EIRIN_0,물약 던지기
LOC_SYSTEM_SKL_EIRIN_1,신체개조
LOC_SYSTEM_SKL_EIRIN_2,긴급수혈
LOC_SYSTEM_SKL_BYAKUREN_1,지력강화
LOC_SYSTEM_SKL_BYAKUREN_2,각력강화
LOC_SYSTEM_SKL_SIZUHA_1,광기의 낙엽
LOC_SYSTEM_SKL_SIZUHA_2,단풍 방어구
LOC_SYSTEM_SKL_SIZUHA_3,단풍의 무기 부여
LOC_SYSTEM_SKL_MINORIKO_1,능력치 회복
LOC_SYSTEM_SKL_MINORIKO_2,체력 회복
