LOC_SYSTEM_TITLE_TOUHOUCRAWL,Touhou Crawl
LOC_SYSTEM_BUFF_DESCRIBE_STAT_HASTE,すべての行動速度が1.5倍になります。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_SLOW,すべての行動速度が0.7倍になります。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_HASTE_SLOW,加速と減速が重なり、安定状態になります。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_STONEFIST,次の素手攻撃が追加ダメージを与えます。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_DIAMOND,短時間、追加の防御力を得ます。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_POISON_BODY,周囲8タイルの敵に継続的な毒ダメージを与えます。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_ENLIGHTENMENT,近接攻撃力が上がり、被ダメージが66％になりますが、移動速度が1.3倍遅くなります。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_AUTUMN_BLADE,近接攻撃力が3倍になります。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_PHILOSOPHERS,aキーの能力使用で五元素魔法が安く使えます。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_UNLUCKY1,あなたは不運です！この状態は経験値を得ると消えます。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_UNLUCKY2,あなたはとても不運です！この状態は経験値を得ると消えます。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_UNLUCKY3,あなたは恐ろしく不運です！この状態は経験値を得ると消えます。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_CONFUSE,移動を含む多くの行動がうまくできません。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_FROZEN,移動速度が低下します。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_ELEC,一定ターンごとに周囲の生物に電撃を放ちます。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_PARALYSE,動けません！
LOC_SYSTEM_BUFF_DESCRIBE_STAT_LEVITATION,空を飛んで一部の地形を飛び越えることができます。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_GLOW,あなたは光に照らされており、回避率が下がります。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_GRAZE,回避可能な弾幕を簡単に避けることができます。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_SILENCE,音を出す行動ができません。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_SICK,自然回復によるHP回復ができません。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_VEILING,あなたに近接攻撃した敵にダメージを与えて消滅します。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_INVISIBLE,透明になって透明視できない敵に発見されなくなります。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_INVISIBLE_MEANLESS,透明ですが光っているため効果がありません。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_SWIFT,あなたの移動速度は速いです。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_SLUGGISH,あなたの移動速度は遅いです。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_SUPERMAN,超人のように移動速度が上昇しました。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_NONE_MOVE,何かに捕らわれて移動できません。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_NIGHT_SIGHT,目の前が全く見えません。視界が極端に狭まります。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_SLEEP,あなたは眠っています！
LOC_SYSTEM_SMOKE_NORMAL,薄い煙
LOC_SYSTEM_SMOKE_FOG,霧の雲
LOC_SYSTEM_SMOKE_FIRE,火炎の雲
LOC_SYSTEM_SMOKE_COLD,冷気の雲
LOC_SYSTEM_SMOKE_ELEC,電撃の雲
LOC_SYSTEM_SMOKE_DARK,暗黒の雲
LOC_SYSTEM_SMOKE_SION,貧困の雲
LOC_SYSTEM_SMOKE_POISON,毒の雲
LOC_SYSTEM_SMOKE_CONFUSE,混乱の雲
LOC_SYSTEM_SMOKE_SLOW,スイートポイズン
LOC_SYSTEM_SMOKE_TWIST,ツイスト
LOC_SYSTEM_SMOKE_WHIRLWIND,旋風
LOC_SYSTEM_SMOKE_CURSE,呪いの雲
LOC_SYSTEM_SMOKE_BLIZZARD,ブリザード
LOC_SYSTEM_MANY_ITEMS,多数のアイテム
LOC_SYSTEM_TERRAIN_UNSEEN,見えない場所
LOC_SYSTEM_TERRAIN,地形
LOC_SYSTEM_TERRAIN_SILENCE,静寂
LOC_SYSTEM_TERRAIN_VIOLET,紫の結界
LOC_SYSTEM_TERRAIN_SANCTUARY,聖域
LOC_SYSTEM_ON_THE_TERRAIN,{0}の上に立っている。
LOC_SYSTEM_ON_THE_ITEM_SINGLE,ここには{0}がある。（,キーで拾う）
LOC_SYSTEM_ON_THE_ITEM_MULTIPLE,ここには{0}がある。（,キーで拾う）
LOC_SYSTEM_ON_THE_ITEM_SOME,ここには以下のアイテムがある。（,キーで拾う）
LOC_SYSTEM_ON_THE_ITEM_MANY,ここには多くのアイテムがある。（,キーで拾う）
LOC_SYSTEM_ASK_DOOR,どちらの扉を開閉しますか？
LOC_SYSTEM_DOOR_NONE,近くに開閉できるものがない。
LOC_SYSTEM_ASK_CLOSE_DOOR,どちらの扉を閉めますか？
LOC_SYSTEM_CLOSE_DOOR,扉を閉めた。
LOC_SYSTEM_CLOSE_DOOR_FAIL,何かが邪魔して扉を閉められない。
LOC_SYSTEM_CLOSE_DOOR_EMPTY,そこには閉められるものがない！
LOC_SYSTEM_CLOSE_DOOR_NONE,近くに閉められるものがない。
LOC_SYSTEM_ASK_OPEN_DOOR,どちらの扉を開けますか？
LOC_SYSTEM_OPEN_DOOR,扉を開けた。
LOC_SYSTEM_REALLY_OPEN_DOOR,本当に開けますか？
LOC_SYSTEM_OPEN_DOOR_EMPTY,そこには開けられるものがない！
LOC_SYSTEM_OPEN_DOOR_NONE,近くに開けられるものがない。
LOC_SYSTEM_MONSTER_OPEN_DOOR,{0}は扉を開けた。
LOC_SYSTEM_SUDDENLY_OPEN_DOOR,扉が開いた。
LOC_SYSTEM_DIMENSION_STAIR,結界のため階段を使えない！
LOC_SYSTEM_DIMENSION_STAIT_WARN,階段を使うと次元固定が解除されます。本当に使いますか？
LOC_SYSTEM_DIMENSION_END,次元が元に戻った。
LOC_SYSTEM_STAIR_SUBDUNGEON_WARN,ここは本当に危険そうだ。それでも降りますか？
LOC_SYSTEM_STAIR_SUBDUNGEON_MAZE,ここに入ると簡単には出られなさそうだ。それでも降りますか？
LOC_SYSTEM_STAIR_SUBDUNGEON_RUNE,ここから出るとこの階のルーンは二度と手に入らない。本当に出ますか？
LOC_SYSTEM_STAIR_SUBDUNGEON_ZIGURRAT,ここにはルーンはないが、一度しか入れない悪夢のダンジョンだ。準備はいい？
LOC_SYSTEM_STAIR_SUBDUNGEON_PANDEMONIUM_RUNE,ここから強大な力を感じる… ルーンがこの階に存在する！
LOC_SYSTEM_STAIR_SUBDUNGEON_ZIGURRAT_ALREADY,すでに入ったことがあるなら、これ以上は入れない！
LOC_SYSTEM_STAIR_THREE_RUNE,ここに入るには3つのルーンが必要だ！
LOC_SYSTEM_STAIR_THREE_RUNE_OPEN,あなたは3つのルーンを入口にはめ込んだ。騒がしい音とともに扉が開いた！
LOC_SYSTEM_STAIR_CANT_UP,ここでは上れない。
LOC_SYSTEM_STAIR_CANT_DOWN,ここでは降りられない。
LOC_SYSTEM_STAIR_DOWN,階段を降りた。
LOC_SYSTEM_STAIR_UP,階段を上った。
LOC_SYSTEM_STAIR_LOWEST_DOWN,これ以上は降りられない。
LOC_SYSTEM_STAIR_ESCAPE_WARN,陰陽玉を拾うまでは、脱出は敗北扱いになります。それでも出ますか？
LOC_SYSTEM_STAIR_ESCAPE_LAST_QUESTION,本当にダンジョンを脱出して勝利を確定しますか？
LOC_SYSTEM_STAIR_RETURN,ダンジョンへ戻った。
LOC_SYSTEM_STAIR_EMPTY,ここには階段がない。
LOC_SYSTEM_PROJECTILE_TARGET,ターゲットを指定してください。
LOC_SYSTEM_PROJECTILE_NOT_EXIST,発射物がありません。
LOC_SYSTEM_PROJECTILE_DIRECTION,どの方向に発射しますか？
LOC_SYSTEM_DISPLAY_MANAGER_NORMAL_ITEM,どのアイテムを選びますか？
LOC_SYSTEM_DISPLAY_MANAGER_EQ_WEAPON,どの武器を装備しますか？
LOC_SYSTEM_DISPLAY_MANAGER_EQ_ARMOUR,どの防具を装備しますか？
LOC_SYSTEM_DISPLAY_MANAGER_UEQ_ARMOUR,どの防具を外しますか？
LOC_SYSTEM_DISPLAY_MANAGER_EQ_JEWELRY,どのアクセサリーを装備しますか？
LOC_SYSTEM_DISPLAY_MANAGER_UEQ_JEWELRY,どのアクセサリーを外しますか？
LOC_SYSTEM_DISPLAY_MANAGER_PICK,どのアイテムを拾いますか？
LOC_SYSTEM_DISPLAY_MANAGER_DISCARD,どのアイテムを捨てますか？
LOC_SYSTEM_DISPLAY_MANAGER_FOOD,何を食べますか？
LOC_SYSTEM_DISPLAY_MANAGER_DRINK,何を飲みますか？
LOC_SYSTEM_DISPLAY_MANAGER_EVOKE,何を発動しますか？
LOC_SYSTEM_DISPLAY_MANAGER_READ,何を読みますか？
LOC_SYSTEM_DISPLAY_MANAGER_ITEMINFOR,どのアイテムを確認しますか？
LOC_SYSTEM_DISPLAY_MANAGER_GAMEOVER,あなたのアイテム
LOC_SYSTEM_DISPLAY_MANAGER_USE,何を使用しますか？
LOC_SYSTEM_DISPLAY_MANAGER_USE_TO,どのアイテムに使用しますか？
LOC_SYSTEM_DISPLAY_MANAGER_IDEN,どのアイテムを識別しますか？
LOC_SYSTEM_DISPLAY_MANAGER_ARMOUR,どの防具を選びますか？
LOC_SYSTEM_DISPLAY_MANAGER_ENCHANT_ARMOUR,どの防具を強化しますか？
LOC_SYSTEM_DISPLAY_MANAGER_JEWELRY,どのアクセサリーを選びますか？
LOC_SYSTEM_DISPLAY_MANAGER_JUNKO,どのアイテムを浄化しますか？
LOC_SYSTEM_DISPLAY_MANAGER_JUNKO_SKILL,どのスキルを浄化しますか？
LOC_SYSTEM_DISPLAY_MANAGER_CHARGING_SPELLCARD,どのスペルカードを充電しますか？
LOC_SYSTEM_DISPLAY_MANAGER_THROW,何を投げますか？
LOC_SYSTEM_DISPLAY_MANAGER_USE_SPELL,使用する魔法を選択してください。（?キーで説明表示）
LOC_SYSTEM_DISPLAY_MANAGER_USE_SPELL_FIELD,使用する魔法を選択してください。
LOC_SYSTEM_DISPLAY_MANAGER_FORGET_SPELL,忘れる魔法を選んでください。（?キーで説明表示）
LOC_SYSTEM_DISPLAY_MANAGER_INFO_SPELL,説明を見たい魔法を選んでください。（?キーで使用可能）
LOC_SYSTEM_DISPLAY_MANAGER_INFO_SPELL_SIMPLE,説明を見たい魔法を選んでください。
LOC_SYSTEM_DISPLAY_MANAGER_IDEN_VIEW,識別済みアイテム＆自動取得設定
LOC_SYSTEM_DISPLAY_MANAGER_NO_IDEN,識別済みのアイテムはありません。
LOC_SYSTEM_DISPLAY_MANAGER_PROPERTY_VIEW,あなたの特性（アルファベットで詳細情報表示）
LOC_SYSTEM_DISPLAY_MANAGER_PROPERTY,特性
LOC_SYSTEM_DISPLAY_MANAGER_EFFECT,効果
LOC_SYSTEM_DISPLAY_MANAGER_NO_PROPERTY,あなたの特性はありません。
LOC_SYSTEM_DISPLAY_MANAGER_SKILL_VIEW_USE,どのスキルを使用しますか？
LOC_SYSTEM_DISPLAY_MANAGER_SKILL_VIEW_INFO,どのスキルの説明を見ますか？
LOC_SYSTEM_DISPLAY_MANAGER_SKILL_HELP_INFO,{0}または{1}キーで説明を見ることができます。
LOC_SYSTEM_DISPLAY_MANAGER_SKILL_HELP_USE,{0}または{1}キーでスキルを使用できます。
LOC_SYSTEM_DISPLAY_MANAGER_ATTITUDE_HELP1,現在のスキルレベルを確認し、経験値の配分比率を調整できます。
LOC_SYSTEM_DISPLAY_MANAGER_ATTITUDE_HELP2,アルファベットキーを押して経験値を希望のスキルに分配できます。
LOC_SYSTEM_DISPLAY_MANAGER_ATTITUDE_DEBUG,[現在の経験値ペナルティ {0}]
LOC_SYSTEM_UI_RUNE_TITLE,集めるべきルーン
LOC_SYSTEM_UI_RUNE_NAME,{0}のルーン
LOC_SYSTEM_UI_RUNE_GAIN,獲得
LOC_SYSTEM_UI_RUNE_WIN,陰陽玉を入手しました！脱出しましょう！
LOC_SYSTEM_UI_RUNE_NOT_WIN,まだ陰陽玉を入手していません。
LOC_SYSTEM_UI_RUNE_WIN_CONDITION,ルーンを3つ以上集めると陰陽玉のある博麗神社の門が開きます。
LOC_SYSTEM_UI_NONE,なし
LOC_SYSTEM_UI_CANT_EQUIP,装備不可
LOC_SYSTEM_UI_WEAPON,武器
LOC_SYSTEM_UI_UNARMED,素手
LOC_SYSTEM_UI_INEFFICIENT,非効率
LOC_SYSTEM_UI_TANMAC,弾幕
LOC_SYSTEM_UI_BODY,胴体
LOC_SYSTEM_UI_HEAD,頭
LOC_SYSTEM_UI_SHIELD,盾
LOC_SYSTEM_UI_CLOAK,マント
LOC_SYSTEM_UI_HAND,手
LOC_SYSTEM_UI_FOOT,足
LOC_SYSTEM_UI_AMULET,首飾り
LOC_SYSTEM_UI_LEFT_RING,左の指輪
LOC_SYSTEM_UI_RIGHT_RING,右の指輪
LOC_SYSTEM_UI_DUNGEON_VIEW,ダンジョン進行度
LOC_SYSTEM_UI_LEARN_SPELL_REMAIN,あなたは{0}個の魔法を学んでおり、残りの魔法レベルは{1}です。
LOC_SYSTEM_UI_NOT_LEARN_SPELL,あなたは魔法を学んでいません。
LOC_SYSTEM_WELL_THINK,よく考えたな。
LOC_SYSTEM_WISDOM,賢明な判断だ！
LOC_SYSTEM_CONTINUE_CRAWL,そのまま進め！
LOC_SYSTEM_CONTINUE_EXPRO,探索を続けよ！
LOC_SYSTEM_GOOD_CHOICE,良い選択だ！
LOC_SYSTEM_NEED_PREPARATION,もう少し慎重に準備せよ！
LOC_SYSTEM_BE_PRUDENT,取り消した。慎重に考えるが良い！
LOC_SYSTEM_CANCLE_EX,キャンセル！
LOC_SYSTEM_DANGER_MSG,危ない！
LOC_SYSTEM_UNKNOWN_SELECT,不明な選択
LOC_SYSTEM_OK,了解！
LOC_SYSTEM_YOU_POISONED,あなたは毒にかかった。
LOC_SYSTEM_YOU_MORE_POISONED,毒の効果が強まった。
LOC_SYSTEM_YOU_TELE,空間の不安定さを感じた。
LOC_SYSTEM_YOU_TELE_STABLE,周囲の空間が安定した。
LOC_SYSTEM_YOU_MIGHT,あなたは強くなった。
LOC_SYSTEM_YOU_MORE_MIGHT,さらに強くなった。
LOC_SYSTEM_YOU_MIGHT_END,力が元に戻った。
LOC_SYSTEM_YOU_CLEVER,あなたは賢くなった。
LOC_SYSTEM_YOU_MORE_CLEVER,さらに賢くなった。
LOC_SYSTEM_YOU_CLEVER_END,知力が元に戻った。
LOC_SYSTEM_YOU_AGILITY,あなたは敏捷になった。
LOC_SYSTEM_YOU_MORE_AGILITY,さらに敏捷になった。
LOC_SYSTEM_YOU_AGILITY_END,敏捷さが元に戻った。
LOC_SYSTEM_YOU_HASTE,あなたは加速した。
LOC_SYSTEM_YOU_MORE_HASTE,加速の効果が延びた。
LOC_SYSTEM_YOU_HASTE_ALMOST_END,スピードが戻りつつある。
LOC_SYSTEM_YOU_HASTE_END,スピードが元に戻った。
LOC_SYSTEM_YOU_PURE_HASTE,殺意によって加速した。
LOC_SYSTEM_YOU_MORE_PURE_HASTE,殺意の効果がさらに延びた。
LOC_SYSTEM_YOU_PURE_HASTE_ALMOST_END,殺意が薄れてきている。
LOC_SYSTEM_YOU_PURE_HASTE_END,殺意が消えた。
LOC_SYSTEM_YOU_PURE_HASTE_END_LOS,視界内に敵がいなくなり、殺意が消えた。
LOC_SYSTEM_YOU_CONFUSE,混乱した！
LOC_SYSTEM_YOU_MORE_CONFUSE,さらに混乱した！
LOC_SYSTEM_YOU_CONFUSE_END,混乱が解けた。
LOC_SYSTEM_YOU_SLOW,鈍くなった。
LOC_SYSTEM_YOU_MORE_SLOW,さらに鈍くなった。
LOC_SYSTEM_YOU_SLOW_END,速度が元に戻った。
LOC_SYSTEM_YOU_FROZEN,凍りついて動きが鈍くなった。
LOC_SYSTEM_YOU_MORE_FROZEN,さらに凍りついて動きがほとんど取れない。
LOC_SYSTEM_YOU_FROZEN_END,体の氷が溶けた。
LOC_SYSTEM_YOU_ELEC,放電を始めた。
LOC_SYSTEM_YOU_MORE_ELEC,放電の効果が長くなった。
LOC_SYSTEM_YOU_ELEC_END,放電が止まった。
LOC_SYSTEM_YOU_PARALYSE,麻痺した！
LOC_SYSTEM_YOU_PARALYSE_END,再び動けるようになった。
LOC_SYSTEM_YOU_FLY,空中に浮かび始めた。
LOC_SYSTEM_YOU_MORE_FLY,あなたはさらに長く空を飛ぶようになった。
LOC_SYSTEM_YOU_FLY_END_ALMOST,体が重く感じ始めている。
LOC_SYSTEM_YOU_FLY_END,あなたはふわりと地面に着地した。
LOC_SYSTEM_YOU_FLY_WATER,あなたは水面に落ちた。
LOC_SYSTEM_YOU_FLY_LAVA,あなたは溶岩の上に落ちた。
LOC_SYSTEM_YOU_GLOW,あなたの体が光り始めた。
LOC_SYSTEM_YOU_MORE_GLOW,あなたの輝きがさらに強くなった。
LOC_SYSTEM_YOU_GLOW_END,あなたの体からの輝きが消えた。
LOC_SYSTEM_YOU_GRAZE,あなたの弾幕回避感覚が鋭くなった。
LOC_SYSTEM_YOU_MORE_GRAZE,あなたのグレイズ感覚が続いている。
LOC_SYSTEM_YOU_GRAZE_END_ALMOST,グレイズ感覚が鈍くなってきている。
LOC_SYSTEM_YOU_GRAZE_END,もうグレイズできない。
LOC_SYSTEM_YOU_SILENCE,あなたは周囲の音を消し去った。
LOC_SYSTEM_YOU_MORE_SILENCE,あなたの静寂がさらに続いている。
LOC_SYSTEM_YOU_SILENCE_END,沈黙の静けさが消えた。
LOC_SYSTEM_YOU_SICK,あなたは病にかかった。
LOC_SYSTEM_YOU_MORE_SICK,あなたの病状が悪化した。
LOC_SYSTEM_YOU_SICK_END,病が癒えた。
LOC_SYSTEM_YOU_VEILING,あなたの周囲に風がまとわりついている。
LOC_SYSTEM_YOU_MORE_VEILING,まとわりつく風が長く続いている。
LOC_SYSTEM_YOU_VEILING_END,まとっていた風が静まった。
LOC_SYSTEM_YOU_INVISIBLE,あなたは透明になった。
LOC_SYSTEM_YOU_MORE_INVISIBLE,さらに長く透明になった。
LOC_SYSTEM_YOU_INVISIBLE_END_ALMOST,あなたの透明な体がちらついている。
LOC_SYSTEM_YOU_INVISIBLE_END,体が再び見えるようになった。
LOC_SYSTEM_YOU_SWIFT,あなたの脚が速くなった。
LOC_SYSTEM_YOU_SWIFT_END_ALMOST,脚が重くなってきた。
LOC_SYSTEM_YOU_SWIFT_END,もう脚は速くない。
LOC_SYSTEM_YOU_SLUGGISH,脚が遅くなった。
LOC_SYSTEM_YOU_SLUGGISH_END_ALMOST,脚の動きが戻ってきている。
LOC_SYSTEM_YOU_SLUGGISH_END,もう脚は遅くない。
LOC_SYSTEM_YOU_MORE_SWIFT,さらに長く速く走れるようになった。
LOC_SYSTEM_YOU_SWIFT_FROM_SLUGGISH,遅い足取りを正した。
LOC_SYSTEM_YOU_SLUGGISH_FROM_SWIFT,軽やかだった足が重くなったのを感じた。
LOC_SYSTEM_YOU_MORE_SLUGGISH,脚がより遅くなった。
LOC_SYSTEM_YOU_SUPERMAN,脚が驚くほど速くなった！
LOC_SYSTEM_YOU_MORE_SUPERMAN,さらに長く走れるようになった。
LOC_SYSTEM_YOU_SUPERMAN_END_ALMOST,脚が重くなってきている。
LOC_SYSTEM_YOU_SUPERMAN_END,もう脚は速くない。
LOC_SYSTEM_YOU_WIND,あなたの周囲に風が巻きついた。
LOC_SYSTEM_YOU_MORE_WIND,あなたの周囲に巻きつく風がさらに強まった。
LOC_SYSTEM_YOU_WIND_END,まとわりついていた風が消えた。
LOC_SYSTEM_YOU_KNIFE_COLLECT,あなたは弾幕を自動で回収し始めた。
LOC_SYSTEM_YOU_MORE_KNIFE_COLLECT,弾幕の回収時間が長くなった。
LOC_SYSTEM_YOU_KNIFE_COLLECT_END,弾幕はもう自動で回収されない。
LOC_SYSTEM_YOU_DRUNKEN,あなたは酔っ払った。
LOC_SYSTEM_YOU_MORE_DRUNKEN,あなたはへべれけだ。
LOC_SYSTEM_YOU_DRUNKEN_END,あなたは正気を取り戻した。
LOC_SYSTEM_YOU_LUNATIC,あなたは狂気に包まれた。
LOC_SYSTEM_YOU_LUNATIC_END,あなたの狂気が終わった。
LOC_SYSTEM_YOU_MIRROR,あなたは全てのダメージを反射する。
LOC_SYSTEM_YOU_MIRROR_END,ダメージ反射が終了した。
LOC_SYSTEM_YOU_PARADOX,あなたはドッペルゲンガーによって弾幕を連続で放つ準備ができた。
LOC_SYSTEM_YOU_PARADOX_END,ドッペルゲンガーが消えた。
LOC_SYSTEM_YOU_TRANS_PANALTY1,わずかな時空間副作用を受けた。
LOC_SYSTEM_YOU_TRANS_PANALTY2,かなりの時空間副作用を受けた。
LOC_SYSTEM_YOU_TRANS_PANALTY3,甚大な時空間副作用を受けた。
LOC_SYSTEM_YOU_THE_WORLD,ザ・ワールド！
LOC_SYSTEM_YOU_THE_WORLD_END,そして時は動き出す...
LOC_SYSTEM_YOU_STASIS,転移を妨げられた。
LOC_SYSTEM_YOU_MORE_STASIS,転移妨害がさらに長く続いている。
LOC_SYSTEM_YOU_STASIS_END,転移妨害が解けた。
LOC_SYSTEM_YOU_FORCE_WEAK,あなたの攻撃と魔法の威力が大幅に低下した。
LOC_SYSTEM_YOU_FORCE_STRONG,あなたの攻撃と魔法の威力が大幅に上昇した。
LOC_SYSTEM_YOU_FORCE_END,威力が元に戻った。
LOC_SYSTEM_YOU_BLIND,視界がぼやけてきた。
LOC_SYSTEM_YOU_MORE_BLIND,さらに視界がぼやけた！
LOC_SYSTEM_YOU_BLIND_END,夜盲症が治った。
LOC_SYSTEM_YOU_SLEEP,あなたは眠りに落ちた！
LOC_SYSTEM_YOU_SLEEP_END1,眠気が覚めた。
LOC_SYSTEM_YOU_SLEEP_END2,目を覚ました。
LOC_SYSTEM_YOU_MANA_BUFF_END,MP回復速度が通常に戻った。
LOC_SYSTEM_MON_RED_DESIRE,赤の精霊
LOC_SYSTEM_MON_BLUE_DESIRE,青の精霊
LOC_SYSTEM_MON_GREEN_DESIRE,緑の精霊
LOC_SYSTEM_MON_POISONED,{0}は毒にかかった。
LOC_SYSTEM_MON_MORE_POISONED,{0}の毒が強まった。
LOC_SYSTEM_MON_TELE,{0}の周囲の空間が不安定になった。
LOC_SYSTEM_MON_TELE_STABLE,{0}の周囲の空間が安定を取り戻した。
LOC_SYSTEM_MON_MIGHT,{0}は強くなった。
LOC_SYSTEM_MON_MORE_MIGHT,{0}はさらに強くなった。
LOC_SYSTEM_MON_HASTE,{0}は加速した。
LOC_SYSTEM_MON_MORE_HASTE,{0}はさらに加速した。
LOC_SYSTEM_MON_CONFUSE,{0}は混乱した。
LOC_SYSTEM_MON_MORE_CONFUSE,{0}はさらに混乱した。
LOC_SYSTEM_MON_SLOW,{0}は遅くなった。
LOC_SYSTEM_MON_MORE_SLOW,{0}はさらに遅くなった。
LOC_SYSTEM_MON_FROZEN,{0}は凍って動きが鈍くなった。
LOC_SYSTEM_MON_MORE_FROZEN,{0}はさらに凍って動きがほとんど取れない。
LOC_SYSTEM_MON_CHARM,{0}は魅了された。
LOC_SYSTEM_MON_MORE_CHARM,{0}はさらに魅了された。
LOC_SYSTEM_MON_DISCARGE,{0}は放電している。
LOC_SYSTEM_MON_MORE_DISCARGE,{0}はさらに強く放電している。
LOC_SYSTEM_MON_PARALYSE,{0}は麻痺した。
LOC_SYSTEM_MON_GLOW,{0}は光り始めた。
LOC_SYSTEM_MON_MORE_GLOW,{0}はさらに強く光っている。
LOC_SYSTEM_MON_GRAZE,{0}はグレイズし始めた。
LOC_SYSTEM_MON_MORE_GRAZE,{0}はさらに鋭くグレイズしている。
LOC_SYSTEM_MON_SILENCE,{0}は周囲の音をかき消した。
LOC_SYSTEM_MON_SICK,{0}は病気にかかった。
LOC_SYSTEM_MON_MORE_SICK,{0}の病状が悪化した。
LOC_SYSTEM_MON_VEILING,{0}は風に包まれた。
LOC_SYSTEM_MON_MORE_VEILING,{0}を包む風がさらに強くなった。
LOC_SYSTEM_MON_INVISIBLE,{0}は透明になった。
LOC_SYSTEM_MON_MORE_INVISIBLE,{0}はさらに透明になった。
LOC_SYSTEM_MON_INVISIBLE_WARNING,{0}は透明になって姿を消した。
LOC_SYSTEM_MON_MUTE,{0}は声を失った。
LOC_SYSTEM_MON_MORE_MUTE,{0}の沈黙が続いている。
LOC_SYSTEM_MON_ENSLAVE_INANIMATE,{0}は無生物なので魂がない。
LOC_SYSTEM_MON_ENSLAVE_REIMU,楽園の素敵な巫女には何者も束縛できない。
LOC_SYSTEM_MON_ENSLAVE_DREAM,{0}は夢の住人なので束縛できない。
LOC_SYSTEM_MON_ENSLAVE_SUMMONED,{0}はすでに従属している。
LOC_SYSTEM_MON_ENSLAVE,{0}の魂が捕らえられた。効果時間中に倒すと仲間になる。
LOC_SYSTEM_MON_FEAR,{0}は恐怖に怯えた。
LOC_SYSTEM_MON_MORE_FEAR,{0}は恐怖に震え、完全に戦意を喪失した。
LOC_SYSTEM_MON_MIND_READING,{0}の心が読まれた。
LOC_SYSTEM_MON_MIND_READING_ANIMAL,{0}の考えを理解し、親しくなった。
LOC_SYSTEM_MON_LUNATIC,{0}は狂気に包まれた。
LOC_SYSTEM_MON_GATHERING,{0}は仲間を呼び寄せている。
LOC_SYSTEM_MON_GATHERING_MOON_RABBIT,{0}は仲間に助けを求める電波を発信し始めた。
LOC_SYSTEM_MON_GATHERING_HELL_HOUND,{0}の遠吠えに呼応して、さらなる地獄犬が現れ始めた。
LOC_SYSTEM_MON_STRONG,{0}は強化された。
LOC_SYSTEM_MON_WEAK,{0}は弱化された。
LOC_SYSTEM_MON_INVINCIBILITY,{0}は無敵状態になった。
LOC_SYSTEM_MON_SLEEP,{0}は眠りに落ちた。
LOC_SYSTEM_MON_TELEPORTING,{0}は空間移動して視界から消えた。
LOC_SYSTEM_MON_TELEPORTING_APPEAR,{0}が突然姿を現した。
LOC_SYSTEM_MON_RECORVER_POISON,{0}は毒から回復した。
LOC_SYSTEM_MON_RECORVER_CONFUSE,{0}は混乱から立ち直った。
LOC_SYSTEM_MON_RECORVER_FROZEN,{0}の氷が溶けた。
LOC_SYSTEM_MON_RECORVER_PARALYSE,{0}は再び動けるようになった。
LOC_SYSTEM_MON_RECORVER_SICK,{0}は病から回復した。
LOC_SYSTEM_MON_REIMU_APPEAR,隙間から怒りに満ちた博麗神社の巫女が現れた！
LOC_SYSTEM_MON_NO_LONGER_STRONG,{0}はもはや強化されていない。
LOC_SYSTEM_MON_NO_LONGER_HASTE,{0}はもはや速くない。
LOC_SYSTEM_MON_NO_LONGER_SLOW,{0}はもはや遅くない。
LOC_SYSTEM_MON_NO_LONGER_CHARM,{0}はもはや魅了されていない。
LOC_SYSTEM_MON_NO_LONGER_DISCHARGE,{0}は放電を止めた。
LOC_SYSTEM_MON_NO_LONGER_GLOW,{0}は輝くのをやめた。
LOC_SYSTEM_MON_NO_LONGER_GRAZE,{0}はもはやグレイズしていない。
LOC_SYSTEM_MON_NO_LONGER_SILENCE,{0}を包んでいた静寂が消えた。
LOC_SYSTEM_MON_NO_LONGER_VEILING,{0}を包んでいた風が消えた。
LOC_SYSTEM_MON_NO_LONGER_INVISIBLE,{0}の透明化が解除された。
LOC_SYSTEM_MON_NO_LONGER_INVISIBLE_AND_APPEAR,{0}の透明化が解除され、姿が現れた。
