LOC_SYSTEM_OPTION_MENU_START,======OPTION======
LOC_SYSTEM_JOB_SHAMAN,Shrine Maiden
LOC_SYSTEM_JOB_GLADIATOR,Gladiator
LOC_SYSTEM_JOB_MONK,Martial Artist
LOC_SYSTEM_JOB_CRUSADER,Spellblade
LOC_SYSTEM_JOB_BERSERKER,Berserker
LOC_SYSTEM_JOB_FIRE_WIZARD,Pyromancer
LOC_SYSTEM_JOB_COLD_WIZARD,Cryomancer
LOC_SYSTEM_JOB_EARTH_WIZARD,Geomancer
LOC_SYSTEM_JOB_AIR_WIZARD,Aeromancer
LOC_SYSTEM_JOB_SUMMON_WIZARD,Summoner
LOC_SYSTEM_JOB_ALCHEMIST,Alchemist
LOC_SYSTEM_JOB_PSYCHOLOGIST,Psychologist
LOC_SYSTEM_JOB_REAPER,Reaper
LOC_SYSTEM_JOB_FANATIC,Fanatic
LOC_SYSTEM_JOB_ASSASSIN,Assassin
LOC_SYSTEM_JOB_FARMER,Farmer
LOC_SYSTEM_JOB_MADE,Maid
LOC_SYSTEM_JOB_ENGINEER,Engineer
LOC_SYSTEM_JOB_MISSING,Missing Person
LOC_SYSTEM_TILE_UNKNOWN,Unknown
LOC_SYSTEM_TILE_FLOOR,Floor
LOC_SYSTEM_TILE_OPEN_DOOR,Open Door
LOC_SYSTEM_TILE_STAIR_DOWN,Stairs Down
LOC_SYSTEM_TILE_STAIR_UP,Stairs Up
LOC_SYSTEM_TILE_STAIR_TEMPLE,Stairs to the Divine Temples
LOC_SYSTEM_TILE_STAIR_MISTY_LAKE,Stairs to the Misty Lake
LOC_SYSTEM_TILE_STAIR_YOUKAI_MOUNTAIN,Stairs to Youkai Mountain
LOC_SYSTEM_TILE_STAIR_SCARLET,Stairs to the Scarlet Mansion
LOC_SYSTEM_TILE_STAIR_LIBRARY,Stairs to the Library
LOC_SYSTEM_TILE_STAIR_SCARLET_UNDER,Stairs to the Basement
LOC_SYSTEM_TILE_STAIR_BAMBOO,Path to the Bamboo Labyrinth
LOC_SYSTEM_TILE_STAIR_EIENTEI,Stairs to Eientei
LOC_SYSTEM_TILE_STAIR_SUBTERRANEAN,Hole to the Subterranean World
LOC_SYSTEM_TILE_STAIR_YUKKURI,Stairs to the Yukkuri Nest
LOC_SYSTEM_TILE_STAIR_DEPTH,Entrance to the Beastpath
LOC_SYSTEM_TILE_STAIR_DREAM,Portal to the Dream World
LOC_SYSTEM_TILE_STAIR_MOON,Path to the Lunar Capital
LOC_SYSTEM_TILE_STAIR_PANDEMONIUM,Portal to Pandemonium
LOC_SYSTEM_TILE_STAIR_HAKUREI,Stairs to the Hakurei Shrine
LOC_SYSTEM_TILE_STAIR_ZIGURRAT,Portal to the World of Delirium
LOC_SYSTEM_TILE_STAIR_RETURN,Stairs Returning to the Entrance
LOC_SYSTEM_TILE_TEMPLE_JOON_AND_SION,The Dread Altar of Joon & Shion
LOC_SYSTEM_TILE_TEMPLE_BYAKUREN,Byakuren’s Myouren Altar
LOC_SYSTEM_TILE_TEMPLE_KANAKO,Kanako’s Moriya Altar
LOC_SYSTEM_TILE_TEMPLE_SUWAKO,Suwako’s Mishaguji Altar
LOC_SYSTEM_TILE_TEMPLE_MINORIKO,Minoriko’s Harvest Altar
LOC_SYSTEM_TILE_TEMPLE_MIMA,Mima’s Spirit Altar
LOC_SYSTEM_TILE_TEMPLE_SHINKI,Shinki’s Demon God Altar
LOC_SYSTEM_TILE_TEMPLE_YUUGI,Yuugi’s Superhuman Strength Altar
LOC_SYSTEM_TILE_TEMPLE_SHIZUHA,Shizuha’s Maple Altar
LOC_SYSTEM_TILE_TEMPLE_HINA,Hina’s Misfortune Altar
LOC_SYSTEM_TILE_TEMPLE_YUKARI,Yukari’s Gap Altar
LOC_SYSTEM_TILE_TEMPLE_EIRIN,Eirin’s Elixir Altar
LOC_SYSTEM_TILE_TEMPLE_YUYUKO,Yuyuko’s Phantom Blossom Altar
LOC_SYSTEM_TILE_TEMPLE_SATORI,Satori’s Third Eye Altar
LOC_SYSTEM_TILE_TEMPLE_TENSI,Tenshi’s Keystone Altar
LOC_SYSTEM_TILE_TEMPLE_SEIJA,Seija’s Inverted Altar
LOC_SYSTEM_TILE_TEMPLE_LILLY,Lily’s Sunflower Altar
LOC_SYSTEM_TILE_TEMPLE_MIKO,Miko’s Shoutoku Altar
LOC_SYSTEM_TILE_TEMPLE_OKINA,Okina’s Backdoor Altar
LOC_SYSTEM_TILE_TEMPLE_JUNKO,Junko’s Divine Spirit Altar
LOC_SYSTEM_TILE_STONE_WALL,Stone Wall
LOC_SYSTEM_TILE_RED_WALL,Red Wall
LOC_SYSTEM_TILE_BOOK_WALL,Bookshelf
LOC_SYSTEM_TILE_BAMBOO_WALL,Dense Bamboo
LOC_SYSTEM_TILE_PANDEMONIUM_WALL,Pandemonium Wall
LOC_SYSTEM_TILE_WOOD,Wood
LOC_SYSTEM_TILE_SUNFLOWER,Sunflower
LOC_SYSTEM_TILE_HELL_WALL,Hell Wall
LOC_SYSTEM_TILE_IRON_WALL,Iron Wall
LOC_SYSTEM_TILE_WALL,Wall
LOC_SYSTEM_TILE_CLOSE_DOOR,Closed Door
LOC_SYSTEM_TILE_GRASS,Glass
LOC_SYSTEM_TILE_STATUE,Statue
LOC_SYSTEM_TILE_BUDDHA_STATUE,Jizo Statue
LOC_SYSTEM_TILE_DEEP_WATER,Deep Water
LOC_SYSTEM_TILE_LAVA,Lava
LOC_SYSTEM_FLOOR_EFFECT_AUTUMN,단풍잎
LOC_SYSTEM_FLOOR_EFFECT_STONE,바위 압정
LOC_SYSTEM_FLOOR_EFFECT_SCHEMA,틈새
LOC_SYSTEM_FLOOR_EFFECT_GOLD,동전
LOC_SYSTEM_SKILL_FIGHT,전투
LOC_SYSTEM_SKILL_UNWEAPON,맨손격투
LOC_SYSTEM_SKILL_SHORTBLADE,단검
LOC_SYSTEM_SKILL_LONGBLADE,장검
LOC_SYSTEM_SKILL_MACE,둔기
LOC_SYSTEM_SKILL_AXE,도끼
LOC_SYSTEM_SKILL_SPEAR,창
LOC_SYSTEM_SKILL_TANMAC,탄막
LOC_SYSTEM_SKILL_DODGE,회피
LOC_SYSTEM_SKILL_ARMOUR,갑옷
LOC_SYSTEM_SKILL_SHIELD,방패
LOC_SYSTEM_SKILL_SPELLCASTING,주문시전
LOC_SYSTEM_SKILL_FIRE,화염마법
LOC_SYSTEM_SKILL_COLD,냉기마법
LOC_SYSTEM_SKILL_EARTH,대지마법
LOC_SYSTEM_SKILL_AIR,대기마법
LOC_SYSTEM_SKILL_CONJURE,파괴마법
LOC_SYSTEM_SKILL_ALCHEMY,연금술
LOC_SYSTEM_SKILL_MENTAL,정신마법
LOC_SYSTEM_SKILL_SUMMON,소환마법
LOC_SYSTEM_SKILL_TRANS,시공마법
LOC_SYSTEM_SKILL_EVOCATE,발동
LOC_SYSTEM_SKILL_STEALTH,은밀
LOC_SYSTEM_SKILL_UNKNOWN,알수없음
LOC_SYSTEM_SKILL_LEAST_ONE,최소한 하나의 스킬을 켜야합니다!
LOC_SYSTEM_SKL_KANAKO_1,Summon Divine Rock
LOC_SYSTEM_SKL_KANAKO_2,Summon Divine Rain
LOC_SYSTEM_SKL_KANAKO_3,Summon Divine Wind
LOC_SYSTEM_SKL_GRAZE,Activate Graze
LOC_SYSTEM_SKL_GRAZE_OFF,Deactivate Graze
LOC_SYSTEM_SKL_LEVITATION,Activate Levitation
LOC_SYSTEM_SKL_LEVITATION_OFF,Deactivate Levitation
LOC_SYSTEM_SKL_INVISIBLE,Activate Invisibility
LOC_SYSTEM_SKL_INVISIBLE_OFF,Deactivate Invisibility
LOC_SYSTEM_SKL_EIRIN_0,Throw Potion
LOC_SYSTEM_SKL_EIRIN_1,Bodily Enhancement
LOC_SYSTEM_SKL_EIRIN_2,Emergency Transfusion
LOC_SYSTEM_SKL_BYAKUREN_1,Mind Empowerment
LOC_SYSTEM_SKL_BYAKUREN_2,Body Empowerment
LOC_SYSTEM_SKL_SIZUHA_1,Leaves of Madness
LOC_SYSTEM_SKL_SIZUHA_2,Autumn Armor
LOC_SYSTEM_SKL_SIZUHA_3,Imbue Weapon with Autumn
LOC_SYSTEM_SKL_MINORIKO_1,Restore Attributes
LOC_SYSTEM_SKL_MINORIKO_2,Restore Health
LOC_SYSTEM_SKL_YUUGI_1,Drink Sake
LOC_SYSTEM_SKL_YUUGI_2,German Suplex
LOC_SYSTEM_SKL_YUUGI_3,Throw
LOC_SYSTEM_SKL_YUUGI_4,Howl of Annihilation
LOC_SYSTEM_SKL_YUUGI_5,Triple Ultimate Technique
LOC_SYSTEM_SKL_SATORI_1,Trauma
LOC_SYSTEM_SKL_SATORI_2,Mind Reading
LOC_SYSTEM_SKL_SHINKI_1,Summon Lesser Demon
LOC_SYSTEM_SKL_SHINKI_2,Summon Intermediate Demon
LOC_SYSTEM_SKL_SHINKI_3,Summon Greater Demon
LOC_SYSTEM_SKL_YUYUKO_ON,Ghost Summoning Activated
LOC_SYSTEM_SKL_YUYUKO_OFF,Ghost Summoning Deactivated
LOC_SYSTEM_SKL_YUYUKO_1,Command Ghosts
LOC_SYSTEM_SKL_YUYUKO_2,Hasten Ghost Summoning
LOC_SYSTEM_SKL_YUYUKO_3,Bind Ghosts
LOC_SYSTEM_SKL_YUKARI_1,Eye That Sees Distortion
LOC_SYSTEM_SKL_YUKARI_2,Phantasm Reflecting Blood Illusion
LOC_SYSTEM_SKL_YUKARI_3,Quadruple Barrier
LOC_SYSTEM_SKL_YUKARI_4,Dimensional Lock
LOC_SYSTEM_SKL_SWAKO_JUMP,Frog Jump
LOC_SYSTEM_SKL_SWAKO_TEMPLE,Erect Shrine
LOC_SYSTEM_SKL_SWAKO_WATER_GUN,Water Gun
LOC_SYSTEM_SKL_SWAKO_TOUGUE,Frog Tongue
LOC_SYSTEM_SKL_SWAKO_CURSE,Curse of the Native God
LOC_SYSTEM_SKL_SWAKO_DIGGING,Excavation
LOC_SYSTEM_SKL_SWAKO_SUMMON_FLOG,Summon Frogs
LOC_SYSTEM_SKL_SWAKO_STATUE,Erect Statue
LOC_SYSTEM_SKL_SWAKO_RAIN,Call Rain
LOC_SYSTEM_SKL_SWAKO_SLEEP,Hibernate
LOC_SYSTEM_SKL_SWAKO_MISYAGUZI,Summon Mishaguji
LOC_SYSTEM_SKL_HINA_1,Dispel Misfortune
LOC_SYSTEM_SKL_HINA_2,Curse Weapon (Empower)
LOC_SYSTEM_SKL_HINA_3,Curse Armor (Reflect)
LOC_SYSTEM_SKL_HINA_4,Curse Accessory (Regeneration)
LOC_SYSTEM_SKL_HINA_5,Imbue Weapon with Curse
LOC_SYSTEM_SKL_JUMPING_ATTACK,Jumping Attack
LOC_SYSTEM_SKL_BREATH,Breath
LOC_SYSTEM_SKL_BREATH_FIRE,Fire Breath
LOC_SYSTEM_SKL_BREATH_COLDE,Cold Breath
LOC_SYSTEM_SKL_BREATH_ELEC,Electric Breath
LOC_SYSTEM_SKL_TORMENT,Torment of Hell
LOC_SYSTEM_SKL_ABANDON_GOD,Renounce Deity
LOC_SYSTEM_SKL_SEIJA_GIFT,Receive Treasure
LOC_SYSTEM_SKL_SEIJA_1,Reverse Position
LOC_SYSTEM_SKL_SEIJA_2,Inversion of Heaven and Earth
LOC_SYSTEM_SKL_LILLY_1,Invite Ally
LOC_SYSTEM_SKL_LILLY_2,Call Fairies
LOC_SYSTEM_SKL_LILLY_3,Healing of Spring
LOC_SYSTEM_SKL_LILLY_4,Great Fairy War
LOC_SYSTEM_SKL_PHILOSOPHERS_1,Fire - Fireball
LOC_SYSTEM_SKL_PHILOSOPHERS_2,Water - Water Cannon
LOC_SYSTEM_SKL_PHILOSOPHERS_3,Wood - Gale Balloon
LOC_SYSTEM_SKL_PHILOSOPHERS_4,Metal - Emerald City
LOC_SYSTEM_SKL_PHILOSOPHERS_5,Earth - Tectonic Uplift
LOC_SYSTEM_SKL_OKINA_1,Create Door
LOC_SYSTEM_SKL_OKINA_2,Lock Door
LOC_SYSTEM_SKL_OKINA_3,Into the Backdoor
LOC_SYSTEM_SKL_OKINA_4,Crazy Backdancers
LOC_SYSTEM_SKL_OKINA_5,Backdoor Emergency Escape
LOC_SYSTEM_SKL_JUNKO_1,Simple Danmaku
LOC_SYSTEM_SKL_JUNKO_2,Pure Strength
LOC_SYSTEM_SKL_JUNKO_3,Pure Killing Intent
LOC_SYSTEM_SKL_JUNKO_4,Purification
LOC_SYSTEM_SKL_JOON_AND_SION_1,Possession
LOC_SYSTEM_SKL_JOON_AND_SION_2,Queen of Bubble
LOC_SYSTEM_SKL_JOON_AND_SION_3,Misschance Scatter
LOC_SYSTEM_SKL_JOON_AND_SION_4,Absolute Loser
LOC_SYSTEM_SKL_JOON_AND_SION_OFF,Forced Unpossession
LOC_SYSTEM_SKL_MIKO_1,Desire Accumulation
LOC_SYSTEM_SKL_MIKO_2,Cloak of Teleportation
LOC_SYSTEM_SKL_MIKO_3,Halo
LOC_SYSTEM_SKL_MIKO_4,Gain Resistance
LOC_SYSTEM_SKL_MIKO_5,Red Cloak, Blue Cloak
LOC_SYSTEM_SKL_MIKO_6,Popularity Boom
LOC_SYSTEM_SKL_UKNOWN,Unknown Ability
LOC_SYSTEM_ITEM_CATEGORY_WEAPON,Weapon
LOC_SYSTEM_ITEM_CATEGORY_TANMAC,Danmaku
LOC_SYSTEM_ITEM_CATEGORY_ARMOUR,Armor
LOC_SYSTEM_ITEM_CATEGORY_POTION,Potion
LOC_SYSTEM_ITEM_CATEGORY_FOOD,Food
LOC_SYSTEM_ITEM_CATEGORY_SCROLL,Scroll
LOC_SYSTEM_ITEM_CATEGORY_SPELLCARD,Spell Card
LOC_SYSTEM_ITEM_CATEGORY_JEWELRY,Accessory
LOC_SYSTEM_ITEM_CATEGORY_BOOK,Book
LOC_SYSTEM_ITEM_CATEGORY_EVOCABLE,Evocable
LOC_SYSTEM_ITEM_CATEGORY_GOAL,Important
LOC_SYSTEM_ITEM_CATEGORY_OTHER,Miscellaneous
LOC_SYSTEM_SPELLCARD,Spell Card
LOC_SYSTEM_SPELLCARD_IDENTIFY,{0}’s Spell Card
LOC_SYSTEM_SPELLCARD_INVISIBLE,Invisibility
LOC_SYSTEM_SPELLCARD_FIRE,Fire
LOC_SYSTEM_SPELLCARD_ICE,Ice
LOC_SYSTEM_SPELLCARD_AIR,Wind
LOC_SYSTEM_SPELLCARD_METAL,Metal
LOC_SYSTEM_SPELLCARD_EARTH,Earth
LOC_SYSTEM_SPELLCARD_SUN,Sun
LOC_SYSTEM_SPELLCARD_AIR_EFFECT,{0} was blown away by the wind.
LOC_SYSTEM_SPELLCARD_EARTH_CANT_BREAK,암석탄이 {0}에 부딪혔지만 미동도 하지 않았다.
LOC_SYSTEM_ITEM_WEAPON_SHORTBLADE_DAGGER,Dagger
LOC_SYSTEM_ITEM_WEAPON_SHORTBLADE_THROWING_KNIFE,Throwing Knife
LOC_SYSTEM_ITEM_WEAPON_SHORTBLADE_SHORTSWORD,Shortsword
LOC_SYSTEM_ITEM_WEAPON_LONGBLADE_KATANA,Katana
LOC_SYSTEM_ITEM_WEAPON_LONGBLADE_SCIMITAR,Scimitar
LOC_SYSTEM_ITEM_WEAPON_LONGBLADE_GREATSWORD,Greatsword
LOC_SYSTEM_ITEM_WEAPON_LONGBLADE_CHAKRAM,Chakram
LOC_SYSTEM_ITEM_WEAPON_AXE_HANDAXE,Hand Axe
LOC_SYSTEM_ITEM_WEAPON_AXE_BATTLEAXE,Battle Axe
LOC_SYSTEM_ITEM_WEAPON_AXE_ANCHOR,Anchor
LOC_SYSTEM_ITEM_WEAPON_MACE_GOHEI,Gohei
LOC_SYSTEM_ITEM_WEAPON_MACE_BROOMSTICK,Broomstick
LOC_SYSTEM_ITEM_WEAPON_MACE_UMBRELLA,Parasol
LOC_SYSTEM_ITEM_WEAPON_MACE_DAUZING_ROD,Dowsing Rod
LOC_SYSTEM_ITEM_WEAPON_MACE_ONBASIRA,Onbashira
LOC_SYSTEM_ITEM_WEAPON_SPEAR_SPEAR,Spear
LOC_SYSTEM_ITEM_WEAPON_SPEAR_JAVELIN,Javelin
LOC_SYSTEM_ITEM_WEAPON_SPEAR_SCYTHE,Scythe
LOC_SYSTEM_ITEM_WEAPON_SPEAR_TRIDENT,Trident
LOC_SYSTEM_ITEM_WEAPON_SPEAR_BAMBOO_SPEAR,Bamboo Spear
LOC_SYSTEM_ITEM_ARMOUR_M_ROBE,Cloth
LOC_SYSTEM_ITEM_ARMOUR_M_LEATHER,Leather
LOC_SYSTEM_ITEM_ARMOUR_M_CHAIN,Chain
LOC_SYSTEM_ITEM_ARMOUR_M_PLATE,Plate
LOC_SYSTEM_ITEM_ARMOUR_T_NORMAL,{0}'s Outfit
LOC_SYSTEM_ITEM_ARMOUR_T_MIKO,{0}'s Shrine Maiden Robe
LOC_SYSTEM_ITEM_ARMOUR_T_WING,{0}'s Winged Garment
LOC_SYSTEM_ITEM_ARMOUR_T_KAPPA,{0}'s Kappa Suit
LOC_SYSTEM_ITEM_ARMOUR_T_FIRE,{0}'s Fire-Rat Robe
LOC_SYSTEM_ITEM_ARMOUR_T_MAID,{0}'s Maid Outfit
LOC_SYSTEM_ITEM_ARMOUR_T_POISON,{0}'s Doll Dress
LOC_SYSTEM_ITEM_ARMOUR_T_AUTUMN,{0}'s Autumn Garment
LOC_SYSTEM_ITEM_ARMOUR_SHIELD_ROUNDSHIELD,Wooden Shield
LOC_SYSTEM_ITEM_ARMOUR_SHIELD_IRONSHIELD,Iron Shield
LOC_SYSTEM_ITEM_ARMOUR_SHIELD_KITESHIELD,Kite Shield
LOC_SYSTEM_ITEM_ARMOUR_SHIELD_BUGSHIELD,Bug Shield
LOC_SYSTEM_ITEM_ARMOUR_HEAD_RIBBON,Ribbon
LOC_SYSTEM_ITEM_ARMOUR_HEAD_HEADBAND,Headband
LOC_SYSTEM_ITEM_ARMOUR_HEAD_HAT,Hat
LOC_SYSTEM_ITEM_ARMOUR_CLOAK,Cloak
LOC_SYSTEM_ITEM_ARMOUR_GLOVE,Gloves
LOC_SYSTEM_ITEM_ARMOUR_SHOES,Shoes
LOC_SYSTEM_ITEM_ARMOUR_RUNED,Rune-Inscribed
LOC_SYSTEM_ITEM_ARTIFACT,Artifact
LOC_SYSTEM_ITEM_JEWELRY_RING,Ring
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_STR,{0}힘의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_DEX,{0}민첩의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_INT,{0}지능의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_HUNGRY,허기의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_FULL,포만감의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_TELEPORT,공간이동의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_POISON_RESIST,독저항의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_FIRE_RESIST,화염저항의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_ICE_RESIST,냉기저항의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_SEE_INVISIBLE,투명감지의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_LEVITATION,비행 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_INVISIBLE,투명 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_MANA,영력 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_MAGACIAN,마법사의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_AC,{0}방어의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_EV,{0}회피의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_CONFUSE_RESIS,혼란저항의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_ELEC_RESIS,전기저항의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_MAGIC_RESIS,마법저항의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN1,나무 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN2,알루미늄 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN3,철 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN4,얼룩 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN5,빨간 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN6,파랑 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN7,초록 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN8,꽈배기 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN9,보석 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN10,갈색 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN11,돌 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN12,얇은 금속 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN13,구슬이 박힌 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN14,흰 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN15,검은 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN16,비취 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN17,금 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN18,은 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN19,에메랄드 반지
LOC_SYSTEM_ITEM_JEWELRY_AMULET,Amulet
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_PERFECT,완전무결의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_BLOSSOM,삼라결계의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_TIMES,각부의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_FAITH,신앙의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_WAVE,전파의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_SPIRIT,신령의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_GRAZE,그레이즈의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_WEATHER,날씨의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_OCCULT,오컬트의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN1,쥐가 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN2,소가 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN3,호랑이가 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN4,돼지가 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN5,토끼가 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN6,뱀이 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN7,말이 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN8,양이 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN9,원숭이가 그려진 부적
LOC_SYSTEM_ITEM_OCCULT_NESI,네시
LOC_SYSTEM_ITEM_OCCULT_LONG,팔척귀신
LOC_SYSTEM_ITEM_OCCULT_SHORT,리틀그린맨
LOC_SYSTEM_ITEM_OCCULT_DISH,반쵸사라야시키
LOC_SYSTEM_ITEM_OCCULT_KUNEKUNE,쿠네쿠네
LOC_SYSTEM_ITEM_OCCULT_UNKNOWN,정체불명
LOC_SYSTEM_ITEM_FOOD_BREAD,Bread
LOC_SYSTEM_ITEM_FOOD_SWEETPOTATO,Roasted Sweet Potato
LOC_SYSTEM_ITEM_FOOD_CHOCOLET,Chocolate
LOC_SYSTEM_ITEM_FOOD_CUCUMBER,Cucumber
LOC_SYSTEM_ITEM_FOOD_P_ITEM,P-Item
LOC_SYSTEM_ITEM_POTION_POTION,Potion
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_WATER,그냥 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_HEAL,치유 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_POISON,독 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_HEAL_WOUND,체력회복 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_MIGHT,힘 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_HASTE,가속 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_CONFUSE,혼란 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_SLOW,감속 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_PARALYSIS,마비 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_CLEVER,지능 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_AGILITY,민첩 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_MAGIC,영력 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_LEVETATION,비행 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_POWER,파워 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_DOWN_STAT,능력치감소 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_RECOVER_STAT,능력치회복 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_ALCOHOL,술 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN1,새하얀 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN2,초록색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN3,빨강색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN4,파랑색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN5,노랑색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN6,검정색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN7,회색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN8,분홍색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN9,거품낀 초록색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN10,거품낀 빨강색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN11,거품낀 파랑색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN12,거품낀 노랑색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN13,거품낀 검정색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN14,무색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN15,갈색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN16,거품낀 회색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN17,거품낀 투명한 물약
LOC_SYSTEM_ITEM_SCROLL_SCROLL,Scroll
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_TELEPORT,공간이동의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_IDENTIFY,식별의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_NONE,낙서 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_CURSE_WEAPON,무기저주의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_CURSE_ARMOUR,방어구저주의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_REMOVE_CURSE,저주해제의 두루마리
